F10-135,"Chapa Inox 304 1,00mm / POLIDO",1200x3000mm,3,86," R$  23,05 ","0,00",02/05/2019
F10-136,"Ferro Redondo B.Carb 3/4""",6000mm,20,269," R$  4,11 ","0,00",07/05/2019
F10-137,"Chapa Aluminio Xadrez 2,70mm",1250x3000mm,1,35," R$  23,50 ","0,00",07/05/2019
F10-138,"Chapa A36 4,75mm / 3/16""",1250x3000mm,6,820," R$  3,95 ","0,05",09/05/2019
F10-138A,"Tubo B.Carb 101,6 X 12,7mm / 4""",3000mm,1,88," R$  4,03 ","0,00",07/05/2019
F10-139,"Ferro Redondo B.Carb 7/8""",6000mm,20,366," R$  4,11 ","0,00",10/05/2019
F10-139A,"Chapa B.Carb 63,50mm / 2 1/2""",,1,203," R$  3,30 ","0,00",08/05/2019
F10-140,"Chapa B.Carb 50,80mm / 2""",1500x3300mm,0,2200," R$  3,90 ","0,00",10/05/2019
F10-140,"Chapa B.Carb 16,00mm / 5/8""",2000x2400mm,0,610," R$  3,70 ","0,00",10/05/2019
F10-141,"Tubo B.Carb 38,10 X 1,20mm / 1 1/2""",6000mm,5,33," R$  5,20 ","0,05",14/05/2019
F10-141,"Tubo B.Carb 50,80 X 1,20mm / 2""",6000mm,5,44," R$  5,20 ","0,05",14/05/2019
F10-141,"Metalon B.Carb 30X30X1,2mm",6000mm,5,33," R$  5,20 ","0,05",14/05/2019
F10-141,"Metalon B.Carb 40X30X1,2mm",6000mm,5,38," R$  5,20 ","0,05",14/05/2019
F10-141,"Tubo B.Carb 25,40 X 1,20mm / 1""",6000mm,10,43," R$  5,20 ","0,05",14/05/2019
F10-142,"Chapa 1045 25,40mm / 1""",1200x3000mm,1,709," R$  4,90 ","0,05",14/05/2019
F10-142,"Chapa 1045 19,00mm / 3/4""",1200x3000mm,1,540," R$  4,90 ","0,05",14/05/2019
F10-143,"Chapa Inox 304 0,50mm / DECAPADO",1200x2000mm,1,14," R$  17,50 ","0,00",15/05/2019
F10-143,"Chapa Inox 304 0,65mm / DECAPADO",1200x2000mm,1,19," R$  17,50 ","0,00",15/05/2019
F10-143,"Chapa Inox 304 8,00mm / 5/16""  DECAPADO",580x350mm,2,26," R$  12,00 ","0,00",15/05/2019
F10-144,"Ferro Redondo B.Carb 3/4""",6600mmm,40,591," R$  3,37 ","0,00",17/05/2019
F10-145,"Chapa B.Carb 8,00mm / 5/16""",1500x3000mm,10,2880," R$  3,90 ","0,00",17/05/2019
F10-146,"Tubo B.Carb 25,40 X 1,20mm / 1""",6000mm,5,22," R$  5,20 ","0,05",17/05/2019
F10-146,"Metalon B.Carb 40X40X1,2mm",6000mm,6,53," R$  5,20 ","0,05",17/05/2019
F10-146,"Metalon B.Carb 50X30X1,2mm",6000mm,6,53," R$  5,20 ","0,05",17/05/2019
F10-146,"Tubo B.Carb 31,80 X 1,20mm / 1 1/4""",6000mm,10,54," R$  5,20 ","0,05",17/05/2019
F10-147,"Metalon B.Carb 60X60X4,75mm",1000mm,1,8," R$  12,50 ","0,00",21/05/2019
F10-148,"Chapa B.Carb 1,50mm / #16 / FF",1500x3000mm,10,540," R$  4,33 ","0,05",24/05/2019
F10-149,"Chapa B.Carb Xadrez 4,75mm / 3/16""",1200x3000mm,5,790," R$  4,40 ","0,00",24/05/2019
F10-150,"Ferro Redondo B.Carb 2""",3000mm,2,96," R$  4,80 ","0,00",22/05/0209
F10-151,"Chapa Inox 304 3,00mm / DECAPADO",1200x3000mm,1,86," R$  17,90 ","0,05",29/05/2019
F10-151,"Chapa Inox 304 1,00mm / DECAPADO",1200x3000mm,1,27," R$  18,70 ","0,05",29/05/2019
F10-151,"Chapa Inox 304 1,50mm / DECAPADO",1200x3000mm,1,43," R$  18,30 ","0,05",29/05/2019
F10-151,"Chapa Inox 304 0,80mm / POLIDO",1200x3000mm,2,46," R$  20,20 ","0,05",29/05/2019
F10-151,"Chapa Inox 304 0,80mm / ESCOVADO",1200x3000mm,2,46," R$  19,90 ","0,05",29/05/2019
F10-151,"Chapa Inox 430 0,80mm / ESCOVADO",1200x3000mm,17,392," R$  12,90 ","0,05",29/05/2019
F10-152,"Chapa B.Carb 6,35mm / 1/4""",1500x3000mm,11,2453," R$  3,85 ","0,00",25/05/2019
F10-152,"Chapa B.Carb Galv 1,25mm / #18",1200x3000mm,15,540," R$  4,05 ","0,00",25/05/2019
F10-152,"Chapa B.Carb 2,00mm / #14 / FQ",1200x3000mm,20,1152," R$  3,85 ","0,00",25/05/2019
F10-152A,"Chapa B.Carb 25,40mm / 1""",990x1200mm,2,418," R$  3,50 ","0,00",24/05/2019
F10-153,"Haste Roscada 5/8"" 1020","333 X 80 X 80 - POLIDA
ROSCA NOS 2 LADOS -COMPRIMENTO- 80 MM -5/8 UNC 11 FIOS - POLIDA
PARTE LISA ONDE NÃO HÁ ROSCA DIÂMETRO Ø 14,20MM",25,25," R$  13,43 ","0,00",03/05/2019
F10-154,"Chapa Aluminio Liso 3,00mm / #11",1000x2000mm,1,17," R$  19,60 ","0,00",31/05/2019
F10-155,"Metalon B.Carb 30X30X1,2mm",6000mm,15,98," R$  5,20 ","0,05",29/05/2019
F10-156,"Chapa B.Carb 4,75mm / 3/16""",1500x3000mm,20,3420," R$  3,85 ","0,00",31/05/2019
F10-156,"Chapa B.Carb 1,20mm / #18 / FF",1200x3000mm,50,1728," R$  4,05 ","0,00",31/05/2019
F10-157,"Chapa B.Carb 6,35mm / 1/4""",1500x1940mm,1,150," R$  3,52 ","0,05",05/06/2019
F10-157,"Chapa B.Carb 6,35mm / 1/4""",1500x3000mm,5,1140," R$  3,52 ","0,05",05/06/2019
F10-157,"Chapa B.Carb 4,75mm / 3/16""",Diversas Medidas,39,3950," R$  3,52 ","0,05",05/06/2019
F10-158,"Chapa B.Carb 19,00mm / 3/4""",2000x5000mm,1,1540," R$  3,80 ","0,00",05/06/2019
F10-159,"Haste Roscada 5/8"" 1020","333 X 80 X 80 - POLIDA
ROSCA NOS 2 LADOS -COMPRIMENTO- 80 MM -5/8 UNC 11 FIOS - POLIDA
PARTE LISA ONDE NÃO HÁ ROSCA DIÂMETRO Ø 14,20MM",25,25," R$  13,43 ","0,00",07/06/2019
F10-160,"Ferro Redondo B.Carb 1/2""",6000mm,3,18," R$  4,62 ","0,00",05/06/2019
F10-161,"Tubo B.Carb 25,40 X 1,20mm / 1""",6000mm,5,22," R$  5,20 ","0,05",07/06/2019
F10-161,"Metalon B.Carb 50X30X1,5mm",6000mm,5,55," R$  5,20 ","0,05",07/06/2019
F10-161,"Tubo B.Carb 25,40 X 2,00mm / 1""",6000mm,6,43," R$  5,20 ","0,05",07/06/2019
F10-162,"Ferro Redondo 1020 3/4""",6000mm,20,269," R$  4,11 ","0,00",11/06/2019
F10-162,"Ferro Redondo B.Carb 1/2""",6000mm,100,594," R$  4,11 ","0,00",11/06/2019
F10-163,"Tubo B.Carb 31,80 X 2,00mm / 1 1/4""",6000mm,15,132," R$  5,20 ","0,05",10/06/2019
F10-164,"Chapa B.Carb 8,00mm / 5/16""",DIVERSAS MEDIDAS,0,917," R$  3,30 ","0,00",10/06/2019
F10-165,"Chapa B.Carb 3,00mm / 1/8""",1200x3000mm,23,1987," R$  3,85 ","0,00",17/06/2019
F10-165A,"Tubo B.Carb 38,10 X 2,65mm / 1 1/2""",1500x3000mm,1,3," R$  2,80 ","0,00",11/06/2019
F10-166,"Chapa Inox 304 0,80mm / POLIDO",1250x3000mm,1,23," R$  25,73 ","0,00",12/06/2019
F10-167,"Chapa Aluminio Liso 3,00mm / #11",1000x2000mm,1,17," R$  19,60 ","0,05",12/06/2019
F10-168,"Tubo B.Carb 25,40 X 0,90mm / 1""",6000mm,8,26," R$  4,80 ","0,00",14/06/2019
F10-168,"Tubo B.Carb 19,05 X 0,90mm / 3/4""",6000mm,8,20," R$  4,80 ","0,00",14/06/2019
F10-168,"Tubo B.Carb 38,10 X 2,00mm / 1 1/2""",6000mm,12,129," R$  4,80 ","0,00",14/06/2019
F10-168,"Metalon B.Carb 15X15X0,9mm",6000mm,25,65," R$  4,90 ","0,00",14/06/2019
F10-169,"Chapa B.Carb 101,60mm / 4""",Ø170,5,117," R$  6,81 ","0,00",19/06/2019
F10-170,"Tubo B.Carb 76,20 X 3,75mm / 3""",3000mm,14,282," R$  5,00 ","0,00",19/06/2019
F10-171,"Chapa B.Carb 19,00mm / 3/4""",1500x6000mm,1,1440," R$  3,65 ","0,00",19/06/2019
F10-172,"Chapa B.Carb 22,40mm / 7/8""",1800x6000mm,1,1935," R$  4,30 ","0,00",19/06/2019
F10-173,"Chapa B.Carb Xadrez 2,65mm / #12",1095x3230mm,19,1520," R$  4,59 ","0,05",19/06/2019
F10-173,"Chapa B.Carb 1,20mm / #18 / FF",1000x2000mm,56,1347," R$  4,25 ","0,05",19/06/2019
F10-173,"Chapa B.Carb 1,50mm / #16 / FF",1200x3000mm,56,2156," R$  4,25 ","0,05",19/06/2019
F10-174,"Chapa Inox 304 1,20mm / POLIDO",1200x3000mm,5,173," R$  19,50 ","0,05",26/06/2019
F10-174,"Chapa Inox 304 0,80mm / POLIDO",1200x2000mm,8,123," R$  20,20 ","0,05",26/06/2019
F10-175,"Chapa 1045 12,70mm / 1/2""",1200x3000mm,2,731," R$  3,85 ","0,00",28/06/2019
F10-175,"Chapa B.Carb 4,75mm / 3/16""",1500x3000mm,10,1710," R$  3,85 ","0,00",28/06/2019
F10-176,"Chapa B.Carb 16,00mm / 5/8""",2440x6000mm,1,1874," R$  3,60 ","0,00",27/06/2019
F10-177,"Chapa B.Carb 12,70mm / 1/2""",DIVERSAS MEDIDAS,2,1608," R$  3,86 ","0,05",27/06/2019
F10-177,"Chapa B.Carb 22,40mm / 7/8""",DIVERSAS MEDIDAS,2,2974," R$  3,86 ","0,05",27/06/2019
F10-177,"Chapa B.Carb 6,35mm / 1/4""",DIVERSAS MEDIDAS,4,605," R$  3,52 ","0,05",27/06/2019
F10-177,"Chapa B.Carb 8,00mm / 5/16""",DIVERSAS MEDIDAS,4,704," R$  3,52 ","0,05",27/06/2019
F10-177,"Chapa B.Carb 9,50mm / 3/8""",DIVERSAS MEDIDAS,5,1505," R$  3,52 ","0,05",27/06/2019
F10-177,"Chapa B.Carb 4,75mm / 3/16""",DIVERSAS MEDIDAS,17,1862," R$  3,52 ","0,05",27/06/2019
F10-177,"Chapa B.Carb 3,00mm / 1/8""",DIVERSAS MEDIDAS,35,1979," R$  3,74 ","0,05",27/06/2019
F10-177A,"Tubo B.Carb 50,80 X 3,00mm / 2""",6000mm,1,13," R$  4,92 ","0,00",25/06/2019
F10-178,"Tubo B.Carb 50,80 X 2,00mm / 2""",6000mm,5,72," R$  4,89 ","0,00",28/06/2019
F10-178,"Tubo B.Carb 31,80 X 1,20mm / 1 1/4""",6000mm,5,27," R$  4,99 ","0,00",28/06/2019
F10-178,"Tubo B.Carb 38,10 X 1,20mm / 1 1/2""",6000mm,10,65," R$  4,99 ","0,00",28/06/2019
F10-178,"Tubo B.Carb 50,80 X 1,20mm / 2""",6000mm,10,88," R$  4,99 ","0,00",28/06/2019
F10-179,"Chapa Inox 304 5,00mm / DECAPADO",1280X2000mm,1,97," R$  21,65 ","0,00",28/06/2019
F10-180,"Chapa 1045 12,70mm / 1/2""",1200x3000mm,2,731," R$  4,35 ","0,05",02/07/2019
F10-181,"Chapa B.Carb 76,80mm / 3""",440X400mm,2,194," R$  3,30 ","0,00",28/06/2019
F10-181A,"Chapa B.Carb 2,65mm / #12 / FQ",1500x3000mm,2,189," R$  3,56 ","0,05",02/07/2019
F10-182,"Chapa B.Carb 4,75mm / 3/16""",1500x3000mm,5,855," R$  3,85 ","0,00",03/07/2019
F10-182,"Chapa B.Carb 4,25mm / #8 / FQ",1500x3000mm,10,1530," R$  3,85 ","0,00",03/07/2019
F10-183,"Chapa Inox 304 2,65mm / DECAPADO",1200x2000mm,2,102," R$  16,90 ","0,05",11/07/2019
F10-183,"Chapa Inox 304 1,50mm / DECAPADO",1200x3000mm,2,86," R$  17,20 ","0,05",11/07/2019
F10-183,"Chapa Inox 304 1,20mm / DECAPADO",1200x3000mm,2,69," R$  17,40 ","0,05",11/07/2019
F10-184,"Chapa B.Carb 4,75mm / 3/16""",1500x3000mm,30,5130," R$  3,69 ","0,05",15/07/2019
F10-185,"Chapa B.Carb 2,65mm / #12 / FQ",1500x3000mm,20,1908," R$  3,70 ","0,05",11/07/2019
F10-186,"Chapa 1045 9,50mm / 3/8""",1200x3000mm,4,1095," R$  4,48 ","0,05",19/07/2019
F10-186,"Chapa 1045 8,00mm / 5/16""",1200x3000mm,10,2304," R$  4,48 ","0,05",19/07/2019
F10-187,"Chapa Aluminio Liso 2,00mm / #14",1250x3000mm,5,108," R$  19,00 ","0,05",22/07/2019
F10-187,"Chapa Aluminio Xadrez 1,5mm / #16",1250x3000mm,5,108," R$  20,00 ","0,05",22/07/2019
F10-187,"Chapa Aluminio Xadrez 2,20mm",1250x3000mm,5,144," R$  20,00 ","0,05",22/07/2019
F10-187,"Chapa Aluminio Xadrez 2,70mm",1250x3000mm,5,216," R$  20,00 ","0,05",22/07/2019
F10-187,"Chapa Aluminio Liso 1,20mm",1250x3000mm,10,130," R$  19,00 ","0,05",22/07/2019
F10-187,"Chapa Aluminio Liso 1,50mm",1250x3000mm,10,162," R$  19,00 ","0,05",22/07/2019
F10-187A,"Chapa B.Carb 3,00mm / 1/8""",DIVERSAS MEDIDAS,0,6601," R$  2,70 ","0,00",16/07/2019
F10-187A,"Chapa B.Carb 6,35mm / 1/4""",DIVERSAS MEDIDAS,0,675," R$  2,70 ","0,00",16/07/2019
F10-188,"VIGA I B.Carb 6"" 2ª ALMA (152,4 X 87,45 X 8,7mm)",6000mm,1,132," R$  4,60 ","0,00",19/07/2019
F10-188,"VIGA U B.Carb 6"" 2ª ALMA (152,4 X 51,66 X 8mm)",6000mm,6,563," R$  4,60 ","0,00",19/07/2019
F10-189,"Tubo B.Carb 50,80 X 2,65mm / 2""",6000mm,5,100," R$  5,76 ","0,00",19/07/2019
F10-190,"Chapa 1045 9,50mm / 3/8""",1200x3000mm,5,1369," R$  4,35 ","0,05",26/07/2019
F10-190,"Chapa 1045 8,00mm / 5/16""",1200x3000mm,10,2304," R$  4,35 ","0,05",26/07/2019
F10-191,"Ferro Chato B.Carb 1 1/4"" X 3/16""",6000mm,1,8," R$  4,25 ","0,05",24/07/2019
F10-191,"Tubo B.Carb 76,20 X 1,50mm / 3""",6000mm,6,100," R$  5,20 ","0,05",24/07/2019
F10-192,"Chapa Inox 304 2,00mm / ESCOVADO",1270x3000mm,1,61," R$  19,73 ","0,00",25/07/2019
F10-193,"Chapa B.Carb 1,50mm / #16 / FF",1200x3000mm,5,219," R$  3,99 ","0,05",30/07/2019
F10-193,"Chapa B.Carb 2,00mm / #14 / FF",1200x3000mm,38,2104," R$  3,99 ","0,05",30/07/2019
F10-193,"Chapa B.Carb 1,20mm / #18 / FF",1200x3000mm,63,2155," R$  3,99 ","0,05",30/07/2019
F10-194,"Chapa B.Carb 1,50mm / #16 / FF",1570x3000mm,0,3862," R$  3,65 ","0,11",05/08/2019
F10-195,"Chapa B.Carb 9,50mm / 3/8""",1500x3000mm,8,2736," R$  3,85 ","0,00",30/07/2019
F10-196,"Chapa Inox 304 1,50mm / POLIDO",1250x3000mm,1,43," R$  18,10 ","0,05",31/07/2019
F10-196,"Chapa Inox 304 2,00mm / DECAPADO",1250x3000mm,4,230," R$  16,90 ","0,05",31/07/2019
F10-197,"Chapa B.Carb Xadrez 4,75mm / 3/16""",1200x3000mm,8,1184," R$  4,40 ","0,05",30/07/2019
F10-198,"Chapa B.Carb 4,75mm / 3/16""",1500x3000mm,12,2052," R$  3,85 ","0,00",31/07/2019
F10-199,"Chapa B.Carb 4,75mm / 3/16""",1500x3000mm,14,2394," R$  3,55 ","0,05",05/08/2019
F10-200,"Chapa B.Carb 4,75mm / 3/16""",1500x3000mm,60,10260," R$  3,60 ","0,11",09/08/2019
F10-201,"Chapa B.Carb 50,80mm / 2""",Ø120mm,1,6," R$  6,67 ","0,00",07/08/2019
F10-201,"Chapa B.Carb 50,80mm / 2""",Ø130xØ48mm,1,7," R$  6,43 ","0,00",07/08/2019
F10-202,"Ferro Chato B.Carb 1 1/4"" X 3/16""",6000mm,3,21," R$  4,05 ","0,00",07/08/2019
F10-202,"Chapa B.Carb 3,00mm / 1/8""",1500x3000mm,5,540," R$  3,95 ","0,00",07/08/2019
F10-202,"Chapa B.Carb 8,00mm / 5/16""",1500x3000mm,10,2880," R$  3,80 ","0,00",07/08/2019
F10-202,"Chapa B.Carb 6,35mm / 1/4""",1500x3000mm,15,3429," R$  3,80 ","0,00",07/08/2019
F10-203,"Chapa Inox 304 1,00mm / DECAPADO",1349x3000mm,2,65," R$  17,00 ","0,00",07/08/2019
F10-204,"Chapa Inox 304 0,80mm PERFU. Ø2mm EntreFuro 4mm",1200x2000mm,2,20," R$  61,00 ","0,00",08/08/2019
F10-205,"Metalon B.Carb 40X40X1,5mm",6000mm,6,66," R$  5,15 ","0,05",14/08/2019
F10-205,"Tubo B.Carb 50,80 X 1,50mm / 2""",6000mm,10,109," R$  5,15 ","0,05",14/08/2019
F10-206,"Chapa Inox 304 12,7mm / 1/2""  DECAPADO",DIVERSAS MEDIDAS,0,145," R$  18,00 ","0,00",19/08/2019
F10-207,"Chapa B.Carb 2,00mm / #14 / FF",1500x3000mm,1,72," R$  7,00 ","0,00",19/08/2019
F10-208,"Tubo B.Carb 50,80 X 1,50mm / 2""",6000mm,6,66," R$  5,15 ","0,05",23/08/2019
F10-208,"Tubo B.Carb 25,40 X 1,20mm / 1""",6000mm,10,43," R$  5,15 ","0,05",23/08/2019
F10-209,"Chapa Inox 304 3,00mm / DECAPADO",1200x3000mm,2,216," R$  17,20 ","0,05",30/08/2019
F10-209,"Chapa Inox 304 0,80mm / ESCOVADO",1250x3000mm,3,86," R$  18,70 ","0,05",30/08/2019
F10-210,"Chapa A36 9,5mm / 3/8""",1500x3000mm,1,342," R$  3,54 ","0,05",27/08/2019
F10-210,"Chapa A36 6,35mm / 1/4""",1500x3000mm,1,229," R$  3,54 ","0,05",27/08/2019
F10-210,"Chapa B.Carb 12,70mm / 1/2""",1500x3000mm,2,914," R$  3,54 ","0,05",27/08/2019
F10-211,"Chapa A36 12,7mm / 1/2""",1500x3000mm,1,457," R$  3,83 ","0,05",27/08/2019
F10-212,"Chapa B.Carb 2,00mm / #14 / FF",1500x3000mm,1,72," R$  7,00 ","0,00",29/08/2019
F10-213,"Chapa Inox 304 3,00mm / DECAPADO",1200x3000mm,2,173," R$  17,20 ","0,05",04/09/2019
F10-213,"Chapa Inox 304 1,50mm / DECAPADO",1200x3000mm,4,173," R$  17,20 ","0,05",04/09/2019
F10-214,"Chapa 1045 8,00mm / 5/16""",1200x3000mm,2,461," R$  4,25 ","0,05",04/09/2019
F10-214,"Chapa 1045 12,70mm / 1/2""",1200x3000mm,3,1089," R$  4,25 ","0,05",04/09/2019
F10-214,"Chapa USI-CIVIL-T 2,00mm / #14 / FQ",1500x3000mm,5,360," R$  4,10 ","0,05",04/09/2019
F10-215,"Chapa B.Carb 31,80mm / 1 1/4""",2440x6000mm,1,3663," R$  3,90 ","0,00",03/09/2019
F10-216,"Chapa B.Carb 50,80mm / 2""",150x2400mm,2,293," R$  6,31 ","0,00",04/09/2019
F10-217,"Cantoneira B.Carb 1 1/2"" X 3/16""",6000mm,6,96," R$  4,20 ","0,00",05/09/2019
F10-217,"Chapa B.Carb 3,00mm / 1/8""",1500x3000mm,20,2160," R$  3,90 ","0,00",05/09/2019
F10-218,"Chapa B.Carb Xadrez 3,00mm / #11 / 1/8""",1200x3000mm,17,1652," R$  4,39 ","0,00",09/09/2019
F10-218,"Chapa B.Carb 0,90mm / #20 / FF",1200x3000mm,35,907," R$  3,95 ","0,00",09/09/2019
F10-219,"Tubo B.Carb 50,80 X 3,00mm / 2""",6000mm,6,127," R$  5,20 ","0,05",06/09/2019
F10-220,"Chapa B.Carb 12,70mm / 1/2""",1500x3000mm,0,929," R$  3,15 ","0,05",18/09/2019
F10-220,"Chapa B.Carb 3,00mm / 1/8""",1500x3000mm,0,1939," R$  3,15 ","0,05",18/09/2019
F10-221,"Chapa Inox 304 9,50mm / 3/8""  DECAPADO",230X1110mm,1,28," R$  18,00 ","0,00",11/09/2019
F10-222,"Tubo B.Carb 50,80 X 1,50mm / 2""",6000mm,16,175," R$  5,20 ","0,05",16/09/2019
F10-223,"Chapa Aluminio Liso 4,00mm",1000x2000mm,1,24," R$  19,50 ","0,05",20/09/2019
F10-223,"Chapa Aluminio Liso 1,20mm",1200x3000mm,4,52," R$  19,50 ","0,05",20/09/2019
F10-223,"Chapa Aluminio Liso 1,50mm",1200x3000mm,5,81," R$  19,50 ","0,05",20/09/2019
F10-224,"Chapa Inox 316L 3,00mm / DECAPADO",1000x2000mm,1,50," R$  27,82 ","0,05",20/09/2019
F10-224,"Chapa Inox 316L 5,00mm / DECAPADO",1000x2000mm,1,83," R$  27,82 ","0,05",20/09/2019
F10-224,"Chapa Inox 430 0,80mm / ESCOVADO",1200x3000mm,10,238," R$  13,85 ","0,05",20/09/2019
F10-225,"Chapa Inox 304 6,00mm / DECAPADO",715x1285mm,1,56," R$  17,68 ","0,00",17/09/2019
F10-226,"Chapa Inox 304 3,00mm / DECAPADO",1500x3000mm,1,108," R$  22,03 ","0,05",20/09/2019
F10-227,"Chapa B.Carb 0,90mm / #20 / FF",1200x3000mm,40,1037," R$  3,98 ","0,05",27/09/2019
F10-228,"Chapa Inox 304 9,50mm / 3/8""  DECAPADO",DIVERSAS MEDIDAS,2,13," R$  21,54 ","0,00",24/09/2019
F10-229,"Chapa Inox 304 3,00mm / ESCOVADO",1200x3000mm,1,89," R$  20,41 ","0,05",30/09/2019
F10-229,"Chapa Inox 304 2,65mm / ESCOVADO",1200x3000mm,1,74," R$  20,41 ","0,05",30/09/2019
F10-229,"Chapa Inox 304 1,50mm / ESCOVADO",1200x3000mm,1,45," R$  20,97 ","0,05",30/09/2019
F10-229,"Chapa Inox 304 0,80mm / POLIDO",1200x3000mm,1,24," R$  24,15 ","0,05",30/09/2019
F10-229,"Chapa Inox 304 0,80mm / ESCOVADO",1200x3000mm,2,48," R$  22,17 ","0,05",30/09/2019
F10-230,"Chapa USI AR 450 8,00mm",2500X2830mm,1,446," R$  8,10 ","0,05",27/09/2019
F10-230,"Chapa 1045 8,00mm / 5/16""",2500X3000mm,2,945," R$  4,70 ","0,05",27/09/2019
F10-231,"Ferro Redondo B.Carb 1""",6000mm,1,24," R$  4,40 ","0,05",01/10/2019
F10-231,"Tubo B.Carb 50,80 X 1,20mm / 2""",6000mm,9,79," R$  5,20 ","0,05",01/10/2019
F10-232,"Chapa Inox 304 0,80mm PERFU. Ø2mm EntreFuro 4mm",1200x2000mm,1,10," R$  65,00 ","0,00",01/10/2019
F10-233,"Ferro Chato B.Carb 25,4 X 4mm",4510mm,52,191," R$  4,75 ","0,05",07/10/2019
F10-234,"Tubo B.Carb 22,20 X 1,20mm / 7/8""",6000mm,8,31," R$  5,20 ","0,05",04/10/2019
F10-235,"Chapa Inox 304 1,50mm / POLIDO",1200x3000mm,1,46," R$  25,74 ","0,00",08/10/2019
F10-236,"Tubo B.Carb 50,80 X 2,00mm / 2""",6000mm,10,145," R$  5,20 ","0,00",09/10/2019
F10-237,"Chapa B.Carb 6,35mm / 1/4""",1500x3000mm,10,2286," R$  3,70 ","0,00",10/10/2019
F10-238,"Chapa B.Carb 2,65mm / #12 / FQ",1500x3000mm,9,900," R$  3,55 ","0,05",16/10/2019
F10-239,"Tubo B.Carb 31,80 X 2,00mm / 1 1/4""",6000mm,3,26," R$  5,20 ","0,05",15/10/2019
F10-239,"Tubo B.Carb 50,80 X 2,00mm / 2""",6000mm,4,58," R$  5,20 ","0,05",15/10/2019
F10-239,"Tubo B.Carb 50,80 X 2,65mm / 2""",6000mm,4,75," R$  5,20 ","0,05",15/10/2019
F10-240,"Chapa Inox 304 9,50mm / 3/8""  DECAPADO",460X1070mm,1,40," R$  19,98 ","0,00",15/10/2019
F10-241,"Chapa Inox 304 6,00mm / DECAPADO",750X1280mm,1,48," R$  18,00 ","0,00",15/10/2019
F10-241,"Chapa Inox 304 8,00mm / 5/16""  DECAPADO",660X1640mm,1,66," R$  18,00 ","0,00",15/10/2019
F10-241,"Ferro Redondo MACIÇO Inox 10,5mm",DIVERSAS MEDIDAS,1,2," R$  22,00 ","0,00",15/10/2019
F10-241,"Chapa Inox 304 5,00mm / DECAPADO",DIVERSAS MEDIDAS,2,24," R$  18,00 ","0,00",15/10/2019
F10-242,"Chapa Inox 304 2,00mm / ESCOVADO",1200x3000mm,4,230," R$  21,28 ","0,05",16/10/2019
F10-242,"Chapa Inox 304 1,20mm / ESCOVADO",1200x3000mm,4,138," R$  22,17 ","0,05",16/10/2019
F10-243,"Chapa B.Carb 16,00mm / 5/8""",2500x3000mm,1,960," R$  3,50 ","0,00",17/10/2019
F10-243,"Chapa B.Carb 9,50mm / 3/8""",1500x3000mm,3,1026," R$  3,50 ","0,00",17/10/2019
F10-243,"Chapa B.Carb 12,70mm / 1/2""",1500x3000mm,8,3658," R$  3,50 ","0,00",17/10/2019
F10-244,"Chapa Inox 304 2,00mm / ESCOVADO",1270x3000mm,1,61," R$  23,95 ","0,05",17/10/2019
F10-244,"Chapa Inox 304 1,20mm / ESCOVADO",1270x3000mm,2,74," R$  24,47 ","0,05",17/10/2019
F10-245,"Chapa Inox 304 9,50mm / 3/8""  DECAPADO",215x910mm,3,56," R$  26,00 ","0,00",21/10/2019
F10-246,"Chapa Inox 304 2,50mm / DECAPADO",1250x2000mm,1,50," R$  19,99 ","0,05",29/10/2019
F10-246,"Chapa Inox 304 3,00mm / DECAPADO",1250x2000mm,1,60," R$  18,03 ","0,05",29/10/2019
F10-246,"Chapa Inox 304 4,00mm / DECAPADO",1250x2000mm,1,80," R$  18,03 ","0,05",29/10/2019
F10-246,"Chapa Inox 304 5,00mm / DECAPADO",1250x2000mm,1,100," R$  18,03 ","0,05",29/10/2019
F10-246,"Chapa Inox 304 06,00mm Decapado",1250x2000mm,1,120," R$  18,03 ","0,05",29/10/2019
F10-246,"Chapa Inox 304 8,00mm / 5/16""  DECAPADO",1276x2000mm,1,160," R$  18,03 ","0,05",29/10/2019
F10-246,"Chapa Inox 304 9,50mm / 3/8""  DECAPADO",1500x2000mm,1,228," R$  20,58 ","0,05",29/10/2019
F10-246,"Chapa Inox 304 0,80mm / DECAPADO",1200x3000mm,1,24," R$  20,93 ","0,05",29/10/2019
F10-246,"Chapa Inox 304 0,80mm / ESCOVADO",1200x3000mm,1,24," R$  21,82 ","0,05",29/10/2019
F10-246,"Chapa Inox 304 1,00mm / ESCOVADO",1250x2000mm,1,20," R$  21,32 ","0,05",29/10/2019
F10-246,"Chapa Inox 304 1,00mm / DECAPADO",1250x2000mm,1,20," R$  20,60 ","0,05",29/10/2019
F10-246,"Chapa Inox 304 1,00mm / POLIDO",1250x2000mm,1,20," R$  21,69 ","0,05",29/10/2019
F10-246,"Chapa Inox 304 1,50mm / ESCOVADO",1250x3000mm,2,90," R$  20,85 ","0,05",29/10/2019
F10-246,"Chapa Inox 304 1,20mm / ESCOVADO",1250x3000mm,3,108," R$  21,20 ","0,05",29/10/2019
F10-246,"Chapa Inox 304 1,50mm / POLIDO",1250x3000mm,3,135," R$  21,15 ","0,05",29/10/2019
F10-247,"Chapa B.Carb 4,75mm / 3/16""",1500x3000mm,12,2052," R$  3,50 ","0,00",24/10/2019
F10-247,"Chapa B.Carb 2,00mm / #14 / FF",1500x3000mm,20,1200," R$  3,50 ","0,00",24/10/2019
